PlayerID,PlayerName,Week1,Week2,Week3,Week4,Week5,Week6,Week7,Week8,Week9,Week10,Week11,Week12,Week13,Week14,Week15,Week16,Week17,TargetsPerSnapLast3,TargetsPerGameLast3,ReceptionsLast3,TotalTargetsLast3,TargetsPerSnap,TargetsPerGame,TotalReceptions,TotalTargets
16141,Willie Snead IV,4,2,2,2,3,2,null,7,4,7,7,null,null,5,1,2,null,5.454545454545454,1.5,2,3,8.97196261682243,3.6923076923076925,33,48
15965,Trey Burton,null,null,null,5,6,5,null,4,4,3,5,6,3,0,2,4,0,8.219178082191782,2,4,6,12.533333333333333,3.6153846153846154,28,47
18803,Leonard Fournette,1,5,2,null,0,null,7,6,6,3,4,3,null,null,5,3,2,10,3.3333333333333335,8,10,12.27154046997389,3.6153846153846154,36,47
19120,David Moore,3,3,1,4,3,null,3,3,6,3,2,3,2,5,4,1,1,8.333333333333334,2,4,6,9.751037344398341,2.9375,35,47
20768,Myles Gaskin,4,7,5,4,5,4,null,6,null,null,null,null,2,null,null,5,5,10.1010101010101,5,9,10,10.375275938189846,4.7,41,47
16510,Jerick McKinnon,5,1,4,8,4,3,0,4,4,3,null,3,0,0,2,4,1,21.21212121212121,2.3333333333333335,6,7,12.365591397849462,2.875,33,46
15100,Jordan Reed,2,8,6,null,null,null,null,null,2,6,null,6,4,5,5,2,null,13.461538461538462,3.5,2,7,18.62348178137652,4.6,26,46
16847,David Johnson,4,4,3,3,4,2,4,null,1,null,null,null,2,null,11,3,5,11.377245508982035,6.333333333333333,17,19,8.348457350272232,3.8333333333333335,33,46
19119,Chris Carson,6,3,3,4,7,null,2,null,null,null,null,2,6,5,3,3,2,7.2727272727272725,2.6666666666666665,7,8,11.41439205955335,3.8333333333333335,37,46
20145,Allen Lazard,4,5,8,null,null,null,null,null,null,null,4,6,4,3,6,2,4,9.6,4,9,12,9.787234042553191,4.6,33,46
19947,Chris Herndon,7,4,5,3,3,0,1,2,0,null,3,0,0,1,4,4,9,11.333333333333334,5.666666666666667,14,17,6.814814814814815,2.875,31,46
19659,Dan Arnold,2,4,2,4,0,0,3,null,1,4,2,3,3,4,5,5,3,13.829787234042554,4.333333333333333,9,13,9.574468085106384,2.8125,31,45
20824,Josh Jacobs,6,3,4,4,3,null,4,1,1,4,1,3,null,5,3,2,1,4.918032786885246,2,3,6,7.305194805194805,3,33,45
21741,Denzel Mims,null,null,null,null,null,null,7,3,8,null,8,8,3,null,4,2,2,5.755395683453237,2.6666666666666665,4,8,10.250569476082005,5,23,45
16776,Melvin Gordon III,3,3,6,3,null,null,4,7,1,2,0,0,2,3,4,0,6,7.352941176470588,3.3333333333333335,8,10,7.017543859649122,2.933333333333333,32,44
19098,Isaiah Ford,5,9,2,10,2,0,null,1,null,null,null,null,null,null,3,5,7,10,5,10,15,11.733333333333333,4.4,28,44
19916,DaeSean Hamilton,3,3,0,3,null,2,3,5,2,6,0,1,0,1,0,9,6,10.638297872340425,5,7,15,8.25515947467167,2.75,23,44
20850,Dawson Knox,3,3,null,3,3,null,null,null,0,4,null,1,4,7,4,4,8,12.121212121212121,5.333333333333333,7,16,9.034907597535934,3.6666666666666665,24,44
20932,Deebo Samuel,null,null,null,3,8,6,5,null,null,null,null,13,9,0,null,null,null,null,null,0,0,14.426229508196721,6.285714285714286,33,44
21772,Cole Kmet,1,1,0,1,0,2,2,1,0,3,null,3,7,7,2,6,8,8.16326530612245,5.333333333333333,11,16,7.296849087893864,2.75,28,44
21861,Antonio Gibson,2,2,3,5,5,5,1,null,3,4,2,7,0,null,null,4,1,8.620689655172415,2.5,4,5,10.83743842364532,3.142857142857143,36,44
16389,Odell Beckham Jr.,10,6,6,8,9,3,1,null,null,null,null,null,null,null,null,null,null,null,null,0,0,13.60759493670886,6.142857142857143,23,43
18983,James Conner,4,2,5,null,3,1,5,3,2,2,3,null,null,0,null,5,8,15.294117647058824,6.5,10,13,7.664884135472371,3.3076923076923075,35,43
20949,Irv Smith Jr.,1,4,0,1,5,5,null,1,4,null,2,null,null,4,4,9,3,9.142857142857142,5.333333333333333,11,16,7.889908256880734,3.3076923076923075,30,43
21694,Henry Ruggs III,5,3,null,null,3,null,3,4,3,4,1,5,4,3,null,2,3,6.25,2.5,3,5,7.401032702237521,3.3076923076923075,26,43
19861,Ronald Jones II,3,2,4,9,5,2,2,4,4,2,1,2,null,2,null,null,0,0,null,0,0,9.312638580931264,3,28,42
19281,Jacob Hollister,1,0,2,0,0,null,3,2,7,1,3,5,4,1,2,6,3,9.649122807017545,3.6666666666666665,5,11,10.695187165775401,2.5,25,40
19937,Keke Coutee,null,2,null,null,null,null,null,null,null,null,4,3,9,3,7,5,7,14.960629921259843,6.333333333333333,16,19,13.698630136986301,5,33,40
20912,Tony Pollard,3,1,1,2,3,4,1,2,2,null,0,2,1,2,9,2,5,13.445378151260504,5.333333333333333,10,16,11.019283746556473,2.5,28,40
8355,Julian Edelman,7,11,6,6,null,6,3,null,null,null,null,null,null,null,null,null,null,null,null,0,0,14.716981132075471,6.5,21,39
21682,Jonathan Taylor,6,2,1,1,3,4,null,2,2,2,4,null,3,2,5,0,2,5.2631578947368425,2.3333333333333335,5,7,7.632093933463796,2.6,36,39
16933,James O'Shaughnessy,1,4,4,2,3,1,3,null,2,1,null,4,6,2,1,3,1,6.097560975609756,1.6666666666666667,4,5,8.15450643776824,2.533333333333333,28,38
18900,Mo Alie-Cox,2,6,3,2,1,null,null,4,3,4,2,2,5,1,2,1,0,3.896103896103896,1,3,3,7.5546719681908545,2.533333333333333,31,38
21783,Harrison Bryant,2,2,2,4,1,2,5,3,null,0,0,2,0,6,2,7,null,9.278350515463918,4.5,5,9,6.440677966101695,2.533333333333333,24,38
13275,Kyle Rudolph,2,1,3,2,2,4,null,1,4,5,3,8,2,null,null,null,null,null,null,0,0,6.468531468531468,3.0833333333333335,28,37
1658,Greg Olsen,4,1,6,7,1,null,3,4,3,4,2,null,null,null,null,2,null,16.666666666666668,2,1,2,8.624708624708624,3.3636363636363638,24,37
19824,Kalen Ballage,null,2,5,3,null,null,null,null,3,6,9,null,4,2,0,3,0,4.838709677419355,1,2,3,12.29235880398671,3.3636363636363638,29,37
21078,Jeff Smith,null,null,null,9,11,4,1,8,0,null,1,1,null,2,0,0,0,0,null,0,0,11.635220125786164,3.0833333333333335,17,37
21400,Steven Sims Jr.,3,5,0,null,null,null,null,null,1,6,3,1,6,3,2,6,1,8.653846153846153,3,6,9,9.762532981530343,3.0833333333333335,27,37
21743,Lynn Bowden Jr.,null,1,null,0,0,0,null,null,null,null,null,1,4,9,7,3,12,10.891089108910892,7.333333333333333,16,22,10.979228486646884,3.7,28,37
20039,Boston Scott,2,3,1,0,0,4,5,2,null,1,3,6,2,1,1,0,5,8.695652173913043,2,3,6,9.399477806788513,2.25,25,36
16838,Duke Johnson,1,null,null,4,1,2,5,null,4,1,5,4,6,2,null,null,null,null,null,0,0,9.887005649717514,3.1818181818181817,28,35
17290,Adam Humphries,7,6,7,null,null,6,3,2,null,null,null,null,4,null,null,null,null,null,null,0,0,15.418502202643172,5,23,35
18995,Jamaal Williams,4,0,1,8,null,1,5,6,null,4,2,0,2,0,2,null,0,12.5,1,2,2,8.353221957040573,2.5,31,35
20077,Richie James,null,null,null,null,null,0,0,null,13,5,null,1,0,3,7,1,5,8.333333333333334,4.333333333333333,7,13,8.860759493670885,3.5,23,35
20820,Andy Isabella,0,3,4,3,3,2,3,null,3,1,2,6,5,null,null,null,0,null,null,0,0,11.437908496732026,2.6923076923076925,21,35
20988,Preston Williams,7,5,2,3,5,3,null,5,5,null,null,null,null,null,null,null,null,null,null,0,0,10.416666666666666,4.375,18,35
21729,Quintez Cephus,10,3,0,0,null,null,null,null,2,2,2,2,4,2,3,2,3,9.876543209876543,2.6666666666666665,4,8,9.58904109589041,2.6923076923076925,20,35
21755,Isaiah Wright,0,null,6,5,1,5,null,null,3,6,1,0,4,1,2,1,0,8.108108108108109,1,2,3,10.086455331412104,2.5,27,35
16593,Cameron Brate,1,0,0,1,6,1,1,2,0,3,4,6,null,1,4,2,2,8.98876404494382,2.6666666666666665,7,8,10.69182389937107,2.125,28,34
16771,Todd Gurley II,5,0,2,1,5,4,3,0,2,null,2,null,1,3,2,3,1,8.450704225352112,2,6,6,6.70611439842209,2.2666666666666666,25,34
19043,Isaiah McKenzie,3,2,2,1,4,1,2,0,1,1,null,0,2,1,1,4,9,12.5,4.666666666666667,11,14,12.592592592592593,2.125,30,34
15602,Jack Doyle,4,null,0,1,2,3,null,3,2,null,2,1,1,3,2,6,3,9.01639344262295,3.6666666666666665,9,11,6.111111111111111,2.357142857142857,23,33
14917,Rex Burkhead,0,6,10,1,null,0,4,1,3,5,3,null,null,null,null,null,null,null,null,0,0,12.267657992565056,3.3,25,33
17053,Malcolm Brown,4,0,2,6,2,4,1,2,null,2,1,2,1,1,1,3,1,6.024096385542169,1.6666666666666667,3,5,6.991525423728813,2.0625,23,33
21037,Miles Boykin,4,5,2,4,2,2,null,3,1,0,0,0,3,1,2,2,2,5.2631578947368425,2,3,6,6.043956043956044,2.0625,19,33
18717,Marvin Hall,2,2,0,1,null,2,1,7,5,3,3,4,null,null,null,2,null,2.7027027027027026,2,1,2,8.719346049046322,2.6666666666666665,18,32
18977,Kenny Golladay,null,null,7,8,null,6,7,4,null,null,null,null,null,null,null,null,null,null,null,0,0,14.15929203539823,6.4,20,32
21142,Olamide Zaccheaus,0,1,6,9,4,2,0,0,6,null,1,3,null,null,null,null,null,null,null,0,0,10.38961038961039,2.909090909090909,20,32
16491,Richard Rodgers,0,0,2,4,1,3,8,0,null,5,2,6,0,0,0,null,null,null,null,0,0,11.272727272727273,2.2142857142857144,24,31
17959,Derrick Henry,3,2,3,null,2,5,2,1,0,2,2,4,1,2,2,0,0,1.4285714285714286,0.6666666666666666,2,2,4.403409090909091,1.9375,19,31
18003,Kenyan Drake,2,2,1,0,1,2,2,null,null,1,5,4,3,1,2,2,3,6.086956521739131,2.3333333333333335,7,7,5.040650406504065,2.066666666666667,25,31
19910,Ian Thomas,2,0,2,5,1,1,1,3,2,1,0,2,null,4,4,0,3,5.343511450381679,2.3333333333333335,4,7,4.599406528189911,1.9375,20,31
21730,Collin Johnson,1,3,2,0,4,0,1,null,2,0,0,8,6,3,1,null,null,null,1,1,1,13.080168776371307,2.2142857142857144,18,31
21739,Van Jefferson,3,5,1,1,0,1,1,2,null,1,1,0,5,0,1,1,8,13.88888888888889,3.3333333333333335,4,10,12.109375,1.9375,19,31
12708,Dion Lewis,1,5,3,3,4,1,0,3,2,2,null,3,0,0,2,0,1,5.555555555555555,1,2,3,9.868421052631579,1.875,19,30
14901,Kyle Juszczyk,3,2,1,2,1,2,2,2,1,1,null,2,1,3,2,3,2,6.730769230769231,2.3333333333333335,4,7,6.3559322033898304,1.875,19,30
19033,Brian Hill,2,2,3,2,2,2,3,3,1,null,0,1,0,1,2,3,3,12.307692307692308,2.6666666666666665,8,8,9.174311926605505,1.875,25,30
20582,Chad Beebe,null,null,1,0,2,6,null,1,0,2,0,7,3,3,2,0,3,7.936507936507937,1.6666666666666667,4,5,9.554140127388536,2.142857142857143,20,30
18876,David Njoku,3,null,null,null,1,3,3,3,null,0,1,0,1,4,1,4,5,9.00900900900901,3.3333333333333335,7,10,7.073170731707317,2.230769230769231,19,29
19943,Durham Smythe,0,0,1,2,null,2,null,2,1,2,1,3,2,3,5,2,3,10.526315789473685,3.3333333333333335,10,10,6.458797327394209,1.9333333333333333,26,29
19950,Will Dissly,2,1,2,2,1,null,4,1,1,2,1,0,5,2,0,3,2,4.132231404958677,1.6666666666666667,4,5,5.206463195691203,1.8125,24,29
21731,John Hightower,4,0,3,2,6,4,2,3,null,0,0,1,2,null,null,null,2,16.666666666666668,2,0,2,8.38150289017341,2.230769230769231,10,29
15247,Darren Fells,2,4,2,2,2,7,0,null,2,1,2,0,1,1,0,2,0,3.125,0.6666666666666666,1,2,5.204460966542751,1.75,21,28
18209,Marcus Johnson,null,null,null,1,3,8,null,4,7,1,3,0,0,1,0,null,null,null,null,0,0,9.180327868852459,2.5454545454545454,14,28
16728,Dontrelle Inman,5,5,6,5,1,5,0,null,null,null,null,1,0,null,null,null,0,null,null,0,0,8.6687306501548,2.8,18,28
20013,Cedrick Wilson,0,0,7,6,4,3,0,2,3,null,2,0,0,0,0,0,1,2.7777777777777777,0.3333333333333333,1,1,12.280701754385966,1.75,17,28
20360,Jeff Wilson Jr.,null,0,3,1,1,null,2,null,null,null,null,0,5,3,4,2,7,9.774436090225564,4.333333333333333,4,13,9.003215434083602,2.5454545454545454,13,28
18996,Wayne Gallman II,1,null,3,0,2,0,5,1,2,2,null,5,0,4,0,2,0,2.272727272727273,0.6666666666666666,2,2,6.90537084398977,1.8,21,27
21750,Marquez Callaway,null,0,0,1,6,null,10,null,2,0,0,0,null,null,null,4,4,8.98876404494382,4,6,8,10.150375939849624,2.4545454545454546,21,27
15071,Latavius Murray,1,2,1,2,2,null,1,3,2,0,2,1,2,1,3,3,null,13.333333333333334,3,5,6,7.142857142857143,1.7333333333333334,23,26
14828,Chris Hogan,4,8,3,8,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,9.489051094890511,5.2,14,26
3943,DeSean Jackson,7,9,4,null,null,null,5,null,null,null,null,null,null,null,null,1,null,5,1,1,1,14.525139664804469,5.2,14,26
18858,Joe Mixon,2,4,3,6,8,3,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,8.96551724137931,4.333333333333333,21,26
19822,Kerryon Johnson,0,1,1,1,null,2,0,2,3,0,5,4,3,1,0,2,1,11.11111111111111,1,2,3,8.783783783783784,1.625,19,26
19924,Ito Smith,3,0,2,3,0,1,1,null,null,null,0,5,2,1,3,1,4,12.121212121212121,2.6666666666666665,4,8,11.555555555555555,1.8571428571428572,17,26
19988,Tyler Conklin,0,0,0,0,0,0,null,0,0,2,0,2,1,5,4,6,6,10.19108280254777,5.333333333333333,10,16,5.803571428571429,1.625,19,26
20500,Darrel Williams,2,1,2,1,5,1,null,1,1,null,3,null,2,null,0,6,1,9.58904109589041,2.3333333333333335,5,7,9.774436090225564,2,18,26
20838,Tyron Johnson,null,null,null,1,0,null,1,null,1,0,1,4,1,7,5,3,2,8,3.3333333333333335,8,10,9.885931558935361,2.1666666666666665,20,26
21721,Devin Duvernay,1,1,3,2,2,3,null,3,0,3,2,3,1,0,0,1,1,3.508771929824561,0.6666666666666666,1,2,7.492795389048991,1.625,20,26
15150,Cordarrelle Patterson,1,2,0,2,3,1,4,2,4,2,null,0,2,1,1,0,0,4.761904761904762,0.3333333333333333,1,1,12.254901960784315,1.5625,21,25
19023,Mack Hollins,0,0,0,0,0,0,null,0,1,1,2,3,1,9,3,4,1,6.504065040650406,2.6666666666666665,5,8,8.710801393728223,1.5625,16,25
21163,Deonte Harris,1,5,3,2,null,null,5,3,1,4,1,null,null,null,null,null,null,null,null,0,0,14.792899408284024,2.7777777777777777,20,25
13878,Mohamed Sanu Sr.,null,0,1,0,null,null,null,null,null,null,0,4,2,2,5,4,6,14.018691588785046,5,8,15,8.51063829787234,2.4,17,24
19021,Chad Hansen,null,null,null,null,null,null,null,null,null,null,null,null,7,7,3,3,4,5.813953488372093,3.3333333333333335,5,10,8.450704225352112,4.8,17,24
20064,Justin Jackson,0,null,null,2,6,null,6,5,0,null,null,null,null,3,null,0,2,6.666666666666667,1,1,2,12.631578947368421,2.6666666666666665,19,24
20361,Ross Dwelley,0,1,4,0,0,0,0,4,3,2,null,2,2,2,2,0,2,3.9215686274509802,1.3333333333333333,4,4,4.8,1.5,19,24
20798,Darrell Henderson Jr.,0,3,3,1,4,0,2,2,null,1,3,1,3,0,1,0,null,2.6315789473684212,0.5,1,1,6.896551724137931,1.6,16,24
21674,J.K. Dobbins,0,1,4,2,3,4,null,2,2,2,2,null,0,0,1,1,0,1.9607843137254901,0.6666666666666666,1,2,5.2631578947368425,1.6,18,24
15102,Chris Thompson,2,4,6,0,3,4,null,null,4,0,null,null,null,null,null,null,null,null,null,0,0,14.465408805031446,2.875,20,23
18690,Jalen Richard,1,0,3,4,5,null,0,1,1,0,null,null,1,5,1,1,null,10,1,2,2,12.105263157894736,1.7692307692307692,19,23
19080,Noah Brown,0,2,2,4,0,2,0,2,0,null,1,0,4,0,6,0,0,16.666666666666668,2,1,6,10.13215859030837,1.4375,14,23
20835,KeeSean Johnson,null,null,7,null,1,null,null,null,null,null,null,1,4,2,3,3,2,8.88888888888889,2.6666666666666665,6,8,10.74766355140187,2.875,15,23
21776,Joshua Kelley,0,2,2,3,1,null,5,1,5,0,2,0,2,null,0,null,0,null,null,0,0,7.744107744107744,1.6428571428571428,23,23
16920,Jesse James,0,0,4,2,null,2,0,1,1,3,2,1,3,0,1,1,1,4.166666666666667,1,2,3,4.731182795698925,1.375,14,22
18931,Adam Shaheen,0,2,0,1,1,3,null,1,1,1,0,2,1,3,2,1,3,7.792207792207792,2,3,6,5.994550408719346,1.375,12,22
19961,Ray-Ray McCloud,0,0,0,null,3,1,2,1,2,2,4,1,3,0,1,0,2,15,1,3,3,13.333333333333334,1.375,20,22
20057,Auden Tate,0,null,4,1,1,null,1,7,null,4,2,2,null,null,null,null,null,null,null,0,0,12.941176470588236,2.4444444444444446,14,22
18019,Nick Vannett,2,2,null,2,null,1,3,0,1,0,2,1,2,4,1,0,0,1.6129032258064515,0.3333333333333333,0,1,5.8171745152354575,1.4,14,21
17970,Devontae Booker,3,1,0,0,1,null,2,1,0,1,1,4,2,3,0,2,0,4.878048780487805,0.6666666666666666,2,2,8.823529411764707,1.3125,17,21
18445,Mike Thomas,3,4,2,1,1,3,3,0,null,2,null,null,0,1,0,1,0,4.3478260869565215,0.3333333333333333,0,1,9.170305676855895,1.5,13,21
19064,Trent Taylor,5,3,1,1,0,2,0,5,4,0,null,0,null,null,0,null,null,null,null,0,0,10.447761194029852,1.75,10,21
20837,Ty Johnson,0,1,null,null,null,1,0,1,0,null,6,2,2,0,6,0,2,10.81081081081081,2.6666666666666665,8,8,12.068965517241379,1.6153846153846154,16,21
20946,Kaden Smith,2,3,2,1,1,3,0,2,1,2,null,null,1,1,1,0,1,2.4096385542168677,0.6666666666666666,2,2,4.635761589403973,1.4,18,21
21960,Freddie Swain,1,1,1,3,2,null,1,0,2,4,0,0,1,3,1,0,1,3.7735849056603774,0.6666666666666666,1,2,5.982905982905983,1.3125,13,21
15239,Vance McDonald,2,2,3,null,1,0,2,0,1,null,null,0,0,2,0,1,6,5.185185185185185,2.3333333333333335,6,7,4.140786749482402,1.4285714285714286,15,20
14967,Le'Veon Bell,2,null,null,null,1,null,0,3,1,null,1,2,3,3,1,3,null,7.8431372549019605,2,2,4,7.407407407407407,1.8181818181818181,16,20
16668,Carlos Hyde,0,2,1,null,null,null,4,null,null,null,3,3,3,0,3,1,null,13.333333333333334,2,3,4,7.6923076923076925,2,16,20
18926,Zay Jones,0,1,3,7,1,null,0,0,0,1,1,1,1,0,2,0,2,4.705882352941177,1.3333333333333333,2,4,6.944444444444445,1.25,14,20
19044,Jamal Agnew,1,1,2,2,null,2,1,0,null,null,6,1,2,1,1,0,0,3.0303030303030303,0.3333333333333333,1,1,9.950248756218905,1.4285714285714286,13,20
19626,Dare Ogunbowale,null,0,0,0,0,0,0,null,0,2,2,null,2,1,1,5,7,11.206896551724139,4.333333333333333,8,13,10.81081081081081,1.4285714285714286,10,20
20069,Ryan Izzo,2,2,1,3,null,3,1,3,0,1,3,0,1,null,null,null,null,null,null,0,0,3.194888178913738,1.6666666666666667,13,20
20905,Donald Parham Jr.,null,null,null,1,1,null,1,0,3,1,0,1,4,0,1,3,4,7.4766355140186915,2.6666666666666665,5,8,9.090909090909092,1.5384615384615385,10,20
21754,Donovan Peoples-Jones,null,null,null,0,0,1,3,0,null,2,0,0,3,5,3,null,3,12.244897959183673,3,4,6,7.462686567164179,1.6666666666666667,14,20
21804,DeeJay Dallas,null,null,0,2,0,null,3,5,2,3,2,0,3,0,0,null,null,null,null,0,0,13.698630136986301,1.6666666666666667,17,20
5820,Frank Gore,0,2,1,2,0,4,0,0,2,null,2,3,0,1,1,1,null,2.816901408450704,1,2,2,5,1.2666666666666666,16,19
15196,Kenny Stills,2,3,4,4,1,0,4,null,0,1,0,null,null,null,null,null,null,null,null,0,0,11.44578313253012,1.9,11,19
11932,LeSean McCoy,1,7,4,1,null,1,null,null,null,0,null,0,null,1,3,1,null,16,2,4,4,16.379310344827587,1.9,15,19
17217,Raheem Mostert,5,2,null,null,3,2,null,null,null,null,null,2,1,4,0,null,null,0,null,0,0,8.016877637130802,2.375,16,19
18877,Christian McCaffrey,4,5,null,null,null,null,null,null,10,null,null,null,null,null,null,null,null,null,null,0,0,11.11111111111111,6.333333333333333,17,19
18901,O.J. Howard,6,3,4,6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,14.393939393939394,4.75,11,19
20836,Bisi Johnson,4,3,null,1,1,null,null,null,null,1,1,7,null,null,null,1,null,9.090909090909092,1,1,1,11.242603550295858,2.375,14,19
4807,Adrian Peterson,3,0,1,2,null,1,1,1,5,1,1,0,1,1,0,0,0,0,null,0,0,5.69620253164557,1.125,12,18
19798,Nick Chubb,1,1,1,0,null,null,null,null,null,1,0,3,1,2,2,5,1,7.142857142857143,2.6666666666666665,7,8,4.390243902439025,1.5,16,18
20224,Christian Blake,0,0,0,5,0,2,0,2,3,null,4,1,0,0,1,0,0,2.127659574468085,0.3333333333333333,1,1,6.545454545454546,1.125,13,18
20487,Brandon Powell,0,0,4,0,1,0,2,0,1,null,0,2,1,1,4,2,null,14.634146341463415,3,3,6,9.94475138121547,1.2,12,18
21675,Tyler Johnson,null,null,0,0,6,1,2,2,1,1,0,1,null,0,1,1,2,7.407407407407407,1.3333333333333333,2,4,6.7924528301886795,1.2857142857142858,12,18
21784,Zack Moss,4,0,null,null,null,0,3,1,2,2,null,2,1,1,0,1,1,2.272727272727273,0.6666666666666666,2,2,4.4665012406947895,1.3846153846153846,14,18
722,Jason Witten,1,1,0,2,2,null,1,2,1,0,1,0,1,0,0,5,0,6.666666666666667,1.6666666666666667,2,5,4.207920792079208,1.0625,13,17
