Rank,PlayerID,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,RushShare,TargetSnapPercentage,TargetShare,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointsPPR,FantasyPointSnapPercentagePPR
1,20790,Damien Harris,NE,RB,15,406,27.1,36.7,49.8,41.31,5.2,4.00763358778626,54.2,54.9,210.1,51.7
2,19799,Rashaad Penny,SEA,RB,10,253,25.3,31.4,47,28.81,3.2,1.6877637130801688,49.4,50.2,121.7,48.1
3,21682,Jonathan Taylor,IND,RB,17,768,45.2,68.9,43.2,66.53,6.6,10.179640718562874,48.4,49.9,373.1,48.6
4,17959,Derrick Henry,TEN,RB,8,411,51.4,71.1,53.3,39.75,4.9,3.838771593090211,57.9,58.4,193.3,47
5,19798,Nick Chubb,CLE,RB,14,482,34.4,43.5,47.3,47.01,5.2,5.01002004008016,51.5,52.5,215.3,44.7
6,18067,Jordan Howard,PHI,RB,7,153,21.9,22.8,56.2,15.64,3.3,1.0729613733905579,57.5,59.5,62.5,40.8
7,15150,Cordarrelle Patterson,ATL,RB,16,473,29.6,45,32.3,38.93,14.6,12.432432432432432,43.6,47.1,234.6,49.6
8,22546,Rhamondre Stevenson,NE,RB,12,265,22.1,24,50.2,27.2,6.8,3.435114503816794,55.5,57,114.9,43.4
9,18944,Kareem Hunt,CLE,RB,8,234,29.2,29.4,33.3,16.08,11.5,5.410821643286573,42.7,44.9,110,47
10,19562,Austin Ekeler,LAC,RB,16,731,45.7,61.1,28.2,48.7,12.9,14.285714285714286,37.8,41,343.8,47
11,16838,Duke Johnson,MIA,RB,5,149,29.8,44.1,47.7,16.06,3.4,0.8361204013377926,50.3,51,59.1,39.7
12,18983,James Conner,ARI,RB,15,598,39.9,51,33.8,40.73,6.5,6.830122591943958,40,40.3,257.7,43.1
12,18957,D'Onta Foreman,TEN,RB,9,230,25.6,38,57.8,24.14,4.8,2.111324376199616,61.7,62.6,93.9,40.8
14,22493,Trey Lance,SF,QB,6,178,29.7,16.3,21.3,7.62,0,0,61.2,61.2,64.92,36.5
15,6489,Josh Johnson,BAL,QB,4,128,32,25.7,7,1.74,0,0,73.4,73.4,46.32,36.2
16,611,Joe Flacco,NYJ,QB,2,66,33,5.6,3,0.53,0,0,66.7,66.7,23.82,36.1
17,18858,Joe Mixon,CIN,RB,16,698,43.6,63.5,41.8,66.97,6.9,8.88888888888889,47.9,48.7,287.9,41.2
18,19801,Josh Allen,BUF,QB,17,1161,68.3,96.9,10.5,26.46,0,0,66.1,66.1,402.58,34.7
19,13320,Cam Newton,CAR,QB,8,252,31.5,48.1,18.7,10.33,0,0,68.7,68.7,86.36,34.3
20,19119,Chris Carson,SEA,RB,4,124,31,44,43.5,13.08,4.8,1.2658227848101267,48.4,48.4,48.1,38.8
21,2593,Aaron Rodgers,GB,QB,16,983,61.4,88.1,3.4,7.4,0.1,0.1757469244288225,57.5,57.5,333.3,33.9
22,18877,Christian McCaffrey,CAR,RB,7,272,38.9,40.6,36.4,21.76,15.1,7.130434782608695,50,51.5,127.5,46.9
23,22535,Elijah Mitchell,SF,RB,11,441,40.1,40.4,46.9,41.48,4.5,4.032258064516129,51.2,51.5,165,37.4
24,4314,Tom Brady,TB,QB,17,1139,67,96.3,2.5,7.27,0,0,65.6,65.6,374.74,32.9
25,21831,Jalen Hurts,PHI,QB,15,954,63.6,85.2,14.6,25.27,0.1,0.2145922746781116,59.9,60,312.16,32.7
26,16776,Melvin Gordon III,DEN,RB,16,514,32.1,47.5,39.5,44.62,7.4,7.364341085271318,44.9,46.9,195.1,38
27,21681,Justin Herbert,LAC,QB,17,1191,70.1,99.6,5.3,14.89,0,0,61.7,61.7,380.76,32
27,20889,Kyler Murray,ARI,QB,14,939,67.1,80.1,9.4,17.74,0,0,60.6,60.6,300.48,32
29,21802,AJ Dillon,GB,RB,17,476,28,42.7,39.3,41.93,7.8,6.502636203866432,46.4,47.1,185.6,39
30,20932,Deebo Samuel,SF,WR,16,829,51.8,76,7.1,11.82,14.6,24.39516129032258,16.6,22,338.96,40.9
30,16762,Jameis Winston,NO,QB,7,371,53,83.9,8.6,6.27,0,0,52,52,117.4,31.6
32,20912,Tony Pollard,DAL,RB,15,374,24.9,30.5,34.8,27.48,12.3,7.232704402515723,45.2,47.1,156.6,41.9
33,21693,Joe Burrow,CIN,QB,16,1008,63,91.6,4,9.17,0,0,55.6,55.6,314.24,31.2
34,18890,Patrick Mahomes,KC,QB,17,1164,68.5,97.4,5.7,15.31,0,0,62.2,62.2,361.66,31.1
35,9038,Matthew Stafford,LAR,QB,17,1065,62.6,97.8,3,7.62,0,0,59.4,59.4,329.74,31
35,21861,Antonio Gibson,WAS,RB,16,604,37.8,53.6,42.7,54.09,8.6,9.737827715355806,49.7,51.3,229.1,37.9
37,14536,Russell Wilson,SEA,QB,14,788,56.3,96.9,5.5,10.41,0,0,56.2,56.2,242.82,30.8
38,19045,Aaron Jones,GB,RB,15,578,38.5,51.8,29.6,38.34,11.2,11.423550087873462,38.6,40.8,229,39.6
39,16056,James White,NE,RB,3,63,21,30.7,15.9,2.04,22.2,2.6717557251908395,34.9,38.1,31.2,49.5
40,18803,Leonard Fournette,TB,RB,14,623,44.5,63.4,28.9,46.75,13.5,11.715481171548117,40.1,42.5,255.6,41
41,18878,Alvin Kamara,NO,RB,13,627,48.2,57.5,38.3,47.06,10.7,14.316239316239317,45.8,49,234.7,37.4
42,19781,Lamar Jackson,BAL,QB,12,810,67.5,65.2,16.4,25.73,0,0,63.6,63.6,239.98,29.6
42,18995,Jamaal Williams,DET,RB,13,317,24.4,28.8,48.3,35.83,8.8,4.991087344028521,56.5,57.1,119.8,37.8
44,11056,Antonio Brown,TB,WR,7,268,38.3,29.9,0.4,0.26,23.1,8.647140864714087,16,23.5,121.1,45.2
45,22558,Javonte Williams,DEN,RB,17,551,32.4,51,36.8,44.62,9.6,10.271317829457365,44.6,46.5,204.9,37.2
46,21535,Isaiah Mack,BAL,NT,1,25,25,16.4,0,0,0,0,0,0,7.3,29.2
47,18055,Dak Prescott,DAL,QB,16,1114,69.6,90.7,4.3,10.15,0,0,57.8,57.8,320.56,28.8
47,18882,Cooper Kupp,LAR,WR,17,1024,60.2,94,0.4,0.95,18.7,31.727574750830566,14.6,19.1,439.5,42.9
47,21769,Clyde Edwards-Helaire,KC,RB,10,342,34.2,41.8,34.8,27.61,6.7,3.6163522012578615,40.4,41.5,117.6,34.4
50,18872,Dalvin Cook,MIN,RB,13,608,46.8,53.3,41,55.46,8.1,8.492201039861351,46.5,49,206.3,33.9
51,14252,Kirk Cousins,MIN,QB,16,1087,67.9,95.3,2.7,6.46,0,0,54.3,54.3,300.34,27.6
52,20824,Josh Jacobs,LV,RB,15,625,41.7,54.8,34.7,52.42,10.2,10.613598673300165,43.4,45,226,36.2
53,19238,Taysom Hill,NO,TE,12,431,35.9,39.5,16.2,13.73,1.4,1.2820512820512822,48.3,48.7,121.72,28.2
54,18896,Cyril Grayson Jr.,TB,WR,5,127,25.4,37.9,0.8,0.26,9.4,1.6736401673640167,8.7,10.2,44.6,35.1
55,20566,Dontrell Hilliard,TEN,RB,8,198,24.8,35.3,28.3,10.16,13.1,4.990403071017274,37.9,41.4,72.7,36.7
56,21970,James Robinson,JAX,RB,14,530,37.9,54.6,30.9,41.84,8.7,7.890222984562607,36.8,39.6,173.9,32.8
57,18916,T.J. Watt,PIT,LB,15,758,50.5,65,0,0,0,0,0,0,203.25,26.8
58,14895,Geno Smith,SEA,QB,4,203,50.8,20.5,4.4,2.18,0,0,51.2,51.2,54.28,26.7
59,20798,Darrell Henderson Jr.,LAR,RB,12,507,42.2,52.5,29.4,35.48,7.9,6.644518272425249,35.1,37.3,163.4,32.2
60,22553,Michael Carter,NYJ,RB,14,449,32.1,48.8,32.7,38.68,12.2,9.499136442141623,40.8,45,154.4,34.4
61,20500,Darrel Williams,KC,RB,17,568,33.4,47.5,25.4,33.41,10,8.962264150943396,33.6,35.4,196,34.5
61,21684,D'Andre Swift,DET,RB,13,560,43.1,50.8,27,35.36,13.9,13.903743315508022,38.2,41.1,208.9,37.3
63,21163,Deonte Harty,NO,WR,13,298,22.9,31.1,1.7,0.98,19.8,12.606837606837606,13.8,21.5,113.1,38
63,18003,Kenyan Drake,LV,RB,12,280,23.3,35.1,22.5,15.22,14.3,6.633499170812604,33.2,36.8,102.5,36.6
65,16850,Sean Mannion,MIN,QB,1,51,51,4.5,3.9,0.45,0,0,74.5,74.5,12.96,25.4
66,17923,Ezekiel Elliott,DAL,RB,17,810,47.6,66,29.3,50.11,8,10.220125786163521,35.2,37.4,252.06,31.1
66,12831,Tyrod Taylor,HOU,QB,6,323,53.8,45.3,5.9,4.52,0,0,52.3,52.3,81.74,25.3
68,17009,Trevor Siemian,NO,QB,6,359,59.8,32.9,2.5,1.76,0,0,54.9,54.9,90.16,25.1
69,16470,Davante Adams,GB,WR,16,886,55.4,79.4,0,0,19.1,29.701230228471,13.9,19.1,344.3,38.9
70,16041,Jimmy Garoppolo,SF,QB,15,913,60.9,83.7,4.2,7.62,0,0,52.5,52.5,227.5,24.9
70,20868,Alexander Mattison,MIN,RB,16,377,23.6,33,35.5,29.84,10.3,6.759098786828423,44,45.9,125.9,33.4
72,15071,Latavius Murray,BAL,RB,14,378,27,30.4,31.5,23.02,3.4,2.195945945945946,34.1,34.9,103.6,27.4
72,18464,J.D. McKissic,WAS,RB,11,343,31.2,38.5,14,10.06,15.5,9.925093632958802,26.5,29.4,127.9,37.3
74,20841,Daniel Jones,NYG,QB,11,673,61.2,74,9.2,14.8,0.1,0.17825311942959002,63,63,167.52,24.9
75,13741,Brandon Bolden,NE,RB,17,342,20.1,31,12.9,9,14.3,9.351145038167939,24.9,27.2,124.1,36.3
76,21691,Chuba Hubbard,CAR,RB,17,465,27.4,40.5,37,37.8,8,6.434782608695652,42.4,44.9,137.6,29.6
76,22417,Kristian Wilkerson,NE,WR,3,67,22.3,33.8,0,0,11.9,1.5267175572519085,6,11.9,20.2,30.1
78,16497,Teddy Bridgewater,DEN,QB,14,844,60.3,82.2,3.6,6.59,0,0,54,54,202.68,24
79,21564,Craig Reynolds,DET,RB,5,118,23.6,37.2,46.6,12.88,6.8,1.4260249554367201,52.5,53.4,35.2,29.8
80,22564,Ja'Marr Chase,CIN,WR,17,940,55.3,85.5,0.7,1.61,13.6,23.703703703703702,9.4,14.4,304.6,32.4
80,20882,David Montgomery,CHI,RB,13,642,49.4,74.6,35,47.37,7.9,9.732824427480915,41.7,43.1,195,30.4
82,17920,Carson Wentz,IND,QB,17,1092,64.2,98,5.2,11.42,0,0,52.5,52.5,258.02,23.6
83,9906,Danny Amendola,HOU,WR,8,191,23.9,21.9,0,0,19.4,7.074569789674952,13.1,19.9,68.8,36
83,20778,Dre Greenlaw,SF,LB,3,113,37.7,21.1,0,0,0,0,0,0,26.5,23.5
85,21677,Tua Tagovailoa,MIA,QB,13,777,59.8,80.5,5.4,9.5,0,0,55.3,55.3,180.92,23.3
85,19828,Sony Michel,LAR,RB,17,538,31.6,49.4,38.7,49.52,6.1,5.48172757475083,42.6,44.8,146.3,27.2
85,18088,Alex Collins,SEA,RB,11,257,23.4,27.5,42,26.15,3.9,2.109704641350211,45.5,45.9,68.8,26.8
88,21768,Najee Harris,PIT,RB,17,980,57.6,83.5,31.3,74.7,9.6,14.39509954058193,38.9,40.9,300.7,30.7
89,13799,Ryan Tannehill,TEN,QB,17,1168,68.7,98.6,4.7,9.98,0,0,50.2,50.2,268.36,23
90,16311,Derek Carr,LV,QB,17,1127,66.3,98.9,3.5,9.66,0,0,59.1,59.1,256.96,22.8
91,13723,Nick Foles,CHI,QB,1,74,74,6.6,5.4,0.84,0,0,52.7,52.7,16.8,22.7
92,21810,Tyler Huntley,BAL,QB,7,373,53.3,30,12.6,9.09,0,0,63,63,82.64,22.2
93,20941,Devin Singletary,BUF,RB,17,718,42.2,59.9,26.2,40.78,7,8.025682182985554,31.8,33.1,197.8,27.5
94,21685,Justin Jefferson,MIN,WR,17,1014,59.6,88.9,0.6,1.34,16.5,28.942807625649912,11.6,17.5,330.4,32.6
94,19318,Kendrick Bourne,NE,WR,17,572,33.6,51.8,2.1,2.45,12.2,13.358778625954198,11.9,14.5,180.5,31.6
96,732,Matt Ryan,ATL,QB,17,1023,60.2,97.2,3.9,10.18,0,0,58.7,58.7,222.92,21.8
96,17179,Taylor Heinicke,WAS,QB,16,1019,63.7,90.4,5.9,12.58,0.1,0.18726591760299627,54.5,54.5,222.86,21.9
98,20768,Myles Gaskin,MIA,RB,17,575,33.8,49.8,30.1,39.14,11,10.535117056856187,38.6,41,173.6,30.2
98,16366,DeMarcus Lawrence,DAL,DE,7,271,38.7,57.3,0,0,0,0,0,0,58.9,21.7
98,20859,Drew Lock,DEN,QB,6,234,39,21.6,4.3,2.2,0.4,0.1937984496124031,52.1,52.1,51.88,22.2
101,21784,Zack Moss,BUF,RB,13,380,29.2,31.7,25.3,20.82,8.4,5.136436597110754,31.3,33.7,105.2,27.7
102,18082,Tyreek Hill,KC,WR,17,867,51,72.6,1,2.09,18.3,25,13.8,19.4,296.5,34.2
102,20933,Miles Sanders,PHI,RB,12,426,35.5,45.6,32.2,24.91,8,7.296137339055794,38.3,40.1,117.2,27.5
104,16524,Devonta Freeman,BAL,RB,16,528,33,45,25.2,25.73,8,7.094594594594595,31.6,33.1,146.6,27.8
104,19461,Cooper Rush,DAL,QB,5,113,22.6,9.2,8,1.9,0,0,49.6,49.6,24.08,21.3
106,17922,Jared Goff,DET,QB,14,918,65.6,83.3,1.9,3.98,0,0,55.7,55.7,194.5,21.2
107,22496,Mac Jones,NE,QB,17,1064,62.6,96.3,4.1,9,0,0,53.1,53.1,224.94,21.1
107,22505,Davis Mills,HOU,QB,13,743,57.2,69.7,2.4,4.29,0,0,55.5,55.5,156.96,21.1
107,19919,Chase Edmonds,ARI,RB,12,475,39.6,52.6,24.4,23.39,11.2,9.281961471103328,33.5,35.6,143.3,30.2
107,19835,Marcus Davenport,NO,DE,11,437,39.7,53.1,0,0,0,0,0,0,92.2,21.1
107,20116,Trayvon Henderson,CIN,S,2,57,28.5,46.7,0,0,0,0,0,0,12,21.1
112,19766,Saquon Barkley,NYG,RB,13,513,39.5,46.6,31.6,38.66,11.1,10.16042780748663,39.6,42.7,148.6,29
112,14917,Rex Burkhead,HOU,RB,16,378,23.6,35.5,32.3,29.05,8.5,6.118546845124283,39.2,41,104.3,27.6
114,19972,Mike White,NYJ,QB,4,211,52.8,19,2.4,1.32,0,0,64.9,64.9,44.02,20.9
115,19803,Mark Andrews,BAL,TE,17,936,55.1,75.4,0.1,0.19,16.5,26.013513513513512,11.5,16.6,301.1,32.2
115,16830,Tyler Lockett,SEA,WR,16,813,50.8,82,0.2,0.48,13.2,22.573839662447256,9.2,13.4,241.4,29.7
117,16597,Mike Evans,TB,WR,16,915,57.2,77.3,0.1,0.26,12.5,15.899581589958158,8.2,12.6,262.5,28.7
117,19790,Baker Mayfield,CLE,QB,14,877,62.6,84.2,4.2,7.63,0,0,51.9,51.9,180.9,20.6
117,20875,DK Metcalf,SEA,WR,17,820,48.2,82.7,0.1,0.24,15.7,27.21518987341772,9.3,15.9,244.3,29.8
117,20924,Hunter Renfrow,LV,WR,17,758,44.6,66.5,0.4,0.72,16.9,21.22719734660033,14,17.3,259.1,34.2
117,19912,Nyheim Hines,IND,RB,17,352,20.7,31.6,15.9,11.22,16.2,11.377245508982035,27.3,32.1,112.6,32
122,22495,Zach Wilson,NYJ,QB,13,741,57,66.6,3.9,7.63,0.1,0.17271157167530224,55.6,55.7,151.86,20.5
123,19812,Sam Darnold,CAR,QB,12,771,64.2,93.1,6.2,10.55,0,0,58.9,58.9,157.28,20.4
123,21690,Tee Higgins,CIN,WR,14,711,50.8,64.6,0,0,15.5,20.37037037037037,10.4,15.5,219.1,30.8
123,12841,Andy Dalton,CHI,QB,8,412,51.5,36.7,3.9,3.37,0,0,61.2,61.2,84.2,20.4
123,13337,Mark Ingram II,NO,RB,14,400,28.6,34.6,40,31.37,8.8,7.478632478632479,46.8,48.8,108.6,27.2
127,3807,Ben Roethlisberger,PIT,QB,16,1076,67.2,91.7,1.9,4.87,0,0,58.1,58.1,218.1,20.3
127,20837,Ty Johnson,NYJ,RB,16,409,25.6,36.8,14.9,16.05,13.4,9.499136442141623,23.2,28.4,117,28.6
127,20880,Gardner Minshew,PHI,QB,4,166,41.5,14.8,5.4,1.64,0,0,41.6,41.6,33.66,20.3
130,17970,Devontae Booker,NYG,RB,16,519,32.4,47.1,27.9,34.61,8.7,8.02139037433155,35.6,36.6,144.1,27.8
131,22492,Justin Fields,CHI,QB,12,635,52.9,56.6,11.3,15.16,0,0,53.9,53.9,126.8,20
131,22592,Elijah Moore,NYJ,WR,11,476,43.3,45.5,1.1,1.32,16.2,13.298791018998273,10.1,17.2,138.2,29
133,18960,Tanoh Kpassagnon,NO,DE,8,220,27.5,30.1,0,0,0,0,0,0,43.8,19.9
134,11047,Colt McCoy,ARI,QB,8,209,26.1,17.8,10.5,4.44,0,0,57.9,57.9,41.3,19.8
135,13393,Robert Quinn,CHI,DL,16,755,47.2,71.4,0,0,0,0,0,0,147.85,19.6
135,21979,Jacob Phillips,CLE,LB,4,123,30.8,36.6,0,0,0,0,0,0,24.1,19.6
137,21042,A.J. Brown,TEN,WR,13,604,46.5,62.3,0.3,0.36,17.4,20.15355086372361,11.1,18,180.9,30
137,20013,Cedrick Wilson Jr.,DAL,WR,16,528,33,43,0.4,0.42,11.6,9.59119496855346,9.5,12.5,147.82,28
137,20360,Jeff Wilson Jr.,SF,RB,9,228,25.3,35.5,34.6,15.83,3.5,1.6129032258064515,37.7,38.2,51.5,22.6
137,14967,Le'Veon Bell,TB,RB,8,170,21.2,29,22.9,10.13,4.1,0.9762900976290098,25.9,27.1,38.1,22.4
141,21879,Jonathan Greenard,HOU,DE,12,413,34.4,36.4,0,0,0,0,0,0,80,19.4
142,22695,Micah Parsons,DAL,LB,16,903,56.4,79.1,0,0,0,0,0,0,173.95,19.3
143,18018,Jacoby Brissett,MIA,QB,11,376,34.2,32.6,5.1,4.3,0,0,64.9,64.9,72.32,19.2
144,18914,Mike Williams,LAC,WR,16,896,56,74.9,0,0,14.4,19.6048632218845,8.5,14.4,246.6,27.5
145,19850,Mason Rudolph,PIT,QB,2,97,48.5,8.3,5.2,1.22,0,0,64.9,64.9,18.38,18.9
146,22714,Nick Bolton,KC,LB,16,624,39,56,0,0,0,0,0,0,117,18.8
146,14986,DeAndre Hopkins,ARI,WR,10,560,56,63.6,0,0,11.4,11.208406304728546,7.5,11.4,147.2,26.3
148,16906,Stefon Diggs,BUF,WR,17,977,57.5,81.6,0,0,16.9,26.484751203852326,10.5,16.9,285.5,29.2
148,19854,Dante Pettis,NYG,WR,3,82,27.3,39.6,0,0,19.5,2.8520499108734403,13.4,20.7,25.34,30.9
150,20713,Nick Bosa,SF,DL,17,841,49.5,77.7,0,0,0,0,0,0,156.2,18.6
151,22490,Trevor Lawrence,JAX,QB,17,1078,63.4,99.4,6.8,18.62,0,0,62.6,62.6,199.04,18.5
152,15048,Travis Kelce,KC,TE,16,926,57.9,77.5,0.2,0.46,14.5,21.069182389937108,10.2,14.7,262.8,28.4
153,10974,Rob Gronkowski,TB,TE,12,634,52.8,53.6,0,0,14,12.412831241283124,8.7,14,171.2,27
154,17085,Alex Singleton,PHI,ILB,16,721,45.1,64.4,0,0,0,0,0,0,131,18.2
155,21694,Henry Ruggs III,LV,WR,7,334,47.7,69.4,0.9,0.72,10.8,5.970149253731344,8.1,11.7,84.5,25.3
156,11023,Carlos Dunlap,SEA,DE,17,481,28.3,38,0,0,0,0,0,0,86.45,18
157,20038,Braxton Berrios,NYJ,WR,16,390,24.4,36.6,1.8,1.84,16.7,11.226252158894646,13.6,18.5,115.1,29.5
157,13227,Randall Cobb,GB,WR,12,371,30.9,47.1,0.3,0.22,10.5,6.854130052724077,7.8,10.8,93.6,25.2
157,19044,Jamal Agnew,JAX,WR,10,260,26,40.6,2.7,1.79,15,6.689536878216123,11.9,17.7,70,26.9
160,19330,Nick Mullens,CLE,QB,1,56,56,16.9,0,0,0,0,53.6,53.6,9.88,17.6
161,15534,Adam Thielen,MIN,WR,13,758,58.3,73,0.1,0.22,12.5,16.464471403812826,9,12.7,199.8,26.4
162,21679,CeeDee Lamb,DAL,WR,16,882,55.1,71.8,1,1.9,13.6,18.867924528301888,10,14.6,232.8,26.4
163,18880,Chris Godwin,TB,WR,14,833,59.5,84.8,0.5,1.04,15.4,17.85216178521618,12.2,15.8,242.4,29.1
163,21717,Jauan Jennings,SF,WR,16,337,21.1,30.9,0,0,11.3,7.661290322580645,7.1,11.3,82.2,24.4
165,16809,Denzel Perryman,LV,LB,15,864,57.6,74.5,0,0,0,0,0,0,148,17.1
165,18807,Myles Garrett,CLE,DE,17,865,50.9,77.4,0,0,0,0,0,0,147.65,17.1
165,16568,Brandin Cooks,HOU,WR,16,831,51.9,78,0.2,0.48,16.1,25.621414913957935,11.1,16.4,231.8,27.9
165,20749,T.J. Edwards,PHI,LB,16,685,42.8,61.2,0,0,0,0,0,0,117.3,17.1
165,21927,Brandon Jones,MIA,S,15,622,41.5,55.8,0,0,0,0,0,0,106.4,17.1
165,20816,Lil'Jordan Humphrey,NO,WR,10,216,21.6,19.8,0,0,8.3,3.8461538461538463,6,8.3,49.9,23.1
171,21077,Diontae Johnson,PIT,WR,16,987,61.7,84.1,0.5,1.22,17.1,25.880551301684534,11.3,17.6,274.4,27.8
171,14871,Robert Woods,LAR,WR,9,543,60.3,84.6,1.5,1.9,12.7,11.461794019933555,9.8,14.2,137.2,25.3
