Rank,PlayerID,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,RushShare,TargetSnapPercentage,TargetShare,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointsPPR,FantasyPointSnapPercentagePPR
805,12247,Jason Pierre-Paul,TB,OLB,12,601,50.1,53.3,0,0,0,0,0,0,46.1,7.7
805,19410,Ricky Seals-Jones,WAS,TE,13,507,39,47.5,0,0,9.7,9.176029962546817,5.9,9.7,69.1,13.6
805,22295,Tershawn Wharton,KC,DT,17,502,29.5,45.1,0,0,0,0,0,0,38.8,7.7
811,17187,Anthony Harris,PHI,S,14,836,59.7,74.6,0,0,0,0,0,0,63.5,7.6
811,17963,Austin Hooper,CLE,TE,16,717,44.8,64.8,0,0,8.5,12.224448897795591,5.3,8.5,92.5,12.9
811,22894,Kelvin Joseph,DAL,CB,10,229,22.9,30.1,0,0,0,0,0,0,17.5,7.6
811,20803,Trysten Hill,DAL,DT,6,171,28.5,31.3,0,0,0,0,0,0,13,7.6
815,22084,Kristian Fulton,TEN,CB,13,737,56.7,93.4,0,0,0,0,0,0,55,7.5
815,18938,Dalvin Tomlinson,MIN,DL,16,641,40.1,53.1,0,0,0,0,0,0,48.1,7.5
815,22924,Adetokunbo Ogundeji,ATL,OLB,16,527,32.9,45.3,0,0,0,0,0,0,39.4,7.5
815,18990,Jonnu Smith,NE,TE,16,526,32.9,47.6,1.7,1.84,8.6,8.587786259541986,7,10.3,67.4,12.8
815,22928,Roy Lopez,HOU,DL,16,501,31.3,44.1,0,0,0,0,0,0,37.7,7.5
815,18361,Chester Rogers,TEN,WR,16,464,29,39.2,0.2,0.18,9.3,8.253358925143955,6.7,9.5,65,14
815,20460,Tre Herndon,JAX,CB,9,207,23,18.7,0,0,0,0,0,0,15.5,7.5
822,20884,Foster Moreau,LV,TE,17,748,44,65.6,0,0,5.9,7.296849087893864,4,5.9,85.3,11.4
822,22739,Marco Wilson,ARI,CB,14,748,53.4,69.1,0,0,0,0,0,0,55,7.4
822,17943,Shaq Lawson,NYJ,DE,14,534,38.1,48.3,0,0,0,0,0,0,39.7,7.4
822,21985,Kenneth Murray Jr.,LAC,LB,11,364,33.1,44,0,0,0,0,0,0,27,7.4
822,21123,Donovan Wilson,DAL,S,9,336,37.3,39.3,0,0,0,0,0,0,25,7.4
822,13878,Mohamed Sanu,SF,WR,8,240,30,47.3,0,0,10,4.838709677419355,6.2,10,32.7,13.6
822,18002,Jonathan Bullard,ATL,DL,9,224,24.9,19.3,0,0,0,0,0,0,16.5,7.4
822,15194,John Jenkins,MIA,DT,7,176,25.1,15.8,0,0,0,0,0,0,13,7.4
822,22970,Josiah Bronson,DAL,DT,7,163,23.3,27.3,0,0,0,0,0,0,12,7.4
831,20102,Levi Wallace,BUF,CB,17,994,58.5,93.9,0,0,0,0,0,0,72.5,7.3
831,16432,Kyle Fuller,DEN,CB,16,720,45,66.3,0,0,0,0,0,0,52.5,7.3
831,14397,Michael Brockers,DET,DL,16,622,38.9,54.5,0,0,0,0,0,0,45.5,7.3
831,12554,Andrew Sendejo,IND,FS,12,609,50.8,59.4,0,0,0,0,0,0,44.5,7.3
831,14128,Melvin Ingram,KC,LB,15,592,39.5,56.4,0,0,0,0,0,0,43,7.3
831,21001,Rock Ya-Sin,IND,CB,13,591,45.5,54.8,0,0,0,0,0,0,43,7.3
831,22377,Bryce Huff,NYJ,DL,9,337,37.4,47,0,0,0,0,0,0,24.5,7.3
831,21435,Anthony Rush,ATL,DT,12,267,22.2,32.9,0,0,0,0,0,0,19.5,7.3
831,19921,Maurice Hurst,SF,DL,2,41,20.5,4.7,0,0,0,0,0,0,3,7.3
840,14901,Kyle Juszczyk,SF,FB,17,610,35.9,55.9,1.3,1.6,6.2,7.661290322580645,6.2,7.5,73.8,12.1
840,15177,Robert Alford,ARI,CB,13,580,44.6,70.2,0,0,0,0,0,0,41.5,7.2
840,16903,MyCole Pruitt,TEN,TE,16,479,29.9,42.9,0,0,3.8,3.45489443378119,2.9,3.8,48.5,10.1
843,22786,Eric Stokes,GB,CB,16,935,58.4,86.8,0,0,0,0,0,0,66,7.1
843,20185,Poona Ford,SEA,DT,17,802,47.2,63.3,0,0,0,0,0,0,56.65,7.1
843,17328,Bryce Callahan,DEN,CB,11,505,45.9,60.7,0,0,0,0,0,0,36.1,7.1
843,20028,Tremon Smith,HOU,DB,17,395,23.2,34.8,0.3,0.24,0,0,0.3,0.3,28.2,7.1
843,16515,Shamar Stephen,DEN,DT,17,393,23.1,36.2,0,0,0,0,0,0,28,7.1
843,19019,Jaleel Johnson,HOU,DT,12,322,26.8,30.3,0,0,0,0,0,0,23,7.1
843,21020,DeAndre Baker,KC,CB,8,217,27.1,19.5,0,0,0,0,0,0,15.5,7.1
843,19911,Jalyn Holmes,NO,DE,8,189,23.6,20.4,0,0,0,0,0,0,13.5,7.1
843,17916,William Fuller V,MIA,WR,2,65,32.5,31.1,0,0,12.3,1.3377926421404682,6.2,12.3,8.6,13.2
852,21107,Darnell Savage,GB,S,17,1038,61.1,96.4,0,0,0,0,0,0,72.5,7
852,17985,Mackensie Alexander,MIN,CB,16,690,43.1,57.1,0,0,0,0,0,0,48,7
852,12829,Jimmy Smith,BAL,CB,10,294,29.4,27,0,0,0,0,0,0,20.5,7
855,10978,Devin McCourty,NE,DB,17,1019,59.9,95.8,0,0,0,0,0,0,70,6.9
855,17945,William Jackson III,WAS,CB,12,748,62.3,67.6,0,0,0,0,0,0,51.5,6.9
855,19999,Jacob Martin,HOU,DL,17,698,41.1,61.4,0,0,0,0,0,0,48,6.9
855,11043,Joe Haden,PIT,CB,12,630,52.5,54,0,0,0,0,0,0,43.5,6.9
855,22000,Justin Strnad,DEN,ILB,16,443,27.7,40.8,0,0,0,0,0,0,30.5,6.9
855,21906,Jonathan Garvin,GB,LB,16,395,24.7,36.7,0,0,0,0,0,0,27.25,6.9
855,22835,Cam Sample,CIN,DE,14,311,22.2,28.5,0,0,0,0,0,0,21.6,6.9
855,11315,Brandon Graham,PHI,DE,2,51,25.5,35.9,0,0,0,0,0,0,3.5,6.9
855,22608,Seth Williams,DEN,WR,2,49,24.5,25.9,0,0,2,0.1937984496124031,2,2,4.4,9
864,16837,Chris Conley,HOU,WR,16,623,38.9,58.4,0.2,0.24,5.9,7.074569789674952,3.7,6.1,64.6,10.4
864,20395,Danny Johnson,WAS,CB,12,336,28,41.9,0,0,0,0,0,0,23,6.8
864,21886,Broderick Washington,BAL,DT,14,293,20.9,26.9,0,0,0,0,0,0,20,6.8
864,21444,Daniel Wise,WAS,DE,6,139,23.2,35.5,0,0,0,0,0,0,9.5,6.8
868,18972,Fabian Moreau,ATL,DB,16,1037,64.8,89.2,0,0,0,0,0,0,69.5,6.7
868,16788,Byron Jones,MIA,CB,16,976,61,87.6,0,0,0,0,0,0,65,6.7
868,14412,Jackrabbit Jenkins,TEN,CB,14,861,61.5,78.6,0,0,0,0,0,0,58,6.7
868,13275,Kyle Rudolph,NYG,TE,16,500,31.2,45.4,0,0,7.8,6.951871657754011,5.2,7.8,59.7,11.9
868,21899,Malcolm Roach,NO,DL,7,193,27.6,25.3,0,0,0,0,0,0,13,6.7
868,16353,Jason Verrett,SF,CB,1,60,60,66.7,0,0,0,0,0,0,4,6.7
874,17992,James Bradberry,NYG,CB,17,1159,68.2,99.1,0,0,0,0,0,0,77,6.6
874,19034,Damontae Kazee,DAL,S,17,902,53.1,79,0,0,0,0,0,0,59.5,6.6
874,18089,Rashard Higgins,CLE,WR,15,509,33.9,46,0,0,9.2,9.418837675350701,4.7,9.2,57.5,11.3
874,11437,Corey Peters,ARI,DT,14,363,25.9,33.5,0,0,0,0,0,0,24,6.6
874,19281,Jacob Hollister,JAX,TE,7,174,24.9,16,0,0,8,2.4013722126929675,5.2,8,20.5,11.8
879,14887,Duron Harmon,ATL,S,17,1072,63.1,92.2,0,0,0,0,0,0,69.5,6.5
879,21772,Cole Kmet,CHI,TE,17,935,55,83.3,0.1,0.21,9.9,17.748091603053435,6.5,10.1,121.2,13
879,19172,Zach Pascal,IND,WR,16,872,54.5,78.3,0.2,0.4,7.9,13.77245508982036,4.6,8.1,94.5,10.8
879,14985,Ryan Griffin,NYJ,TE,14,583,41.6,61.6,0,0,7.2,7.253886010362694,4.6,7.2,65.1,11.2
879,15228,Alex Okafor,KC,DE,17,463,27.2,41.6,0,0,0,0,0,0,30.15,6.5
879,18262,Stephen Anderson,LAC,TE,17,345,20.3,28.8,0,0,5.5,2.8875379939209727,4.6,5.5,38.5,11.2
885,18047,Demarcus Robinson,KC,WR,17,696,40.9,58.2,0,0,5.9,6.446540880503145,3.6,5.9,69.4,10
885,22877,Greg Newsome II,CLE,CB,12,691,57.6,61.9,0,0,0,0,0,0,44,6.4
885,16171,DaQuan Jones,CAR,DT,17,641,37.7,59,0,0,0,0,0,0,41.2,6.4
885,22662,Tommy Tremble,CAR,TE,16,521,32.6,45.3,0.6,0.66,6.7,6.086956521739131,4.4,7.3,53.1,10.2
885,19887,Nathan Shepherd,NYJ,DL,17,494,29.1,41.6,0,0,0,0,0,0,31.7,6.4
885,18577,Dont'e Deayon,LAR,CB,10,461,46.1,57.4,0,0,0,0,0,0,29.5,6.4
885,16846,Tyler Kroft,NYJ,TE,9,363,40.3,47.1,0,0,6.9,4.317789291882556,4.4,6.9,39.3,10.8
885,16914,Tyeler Davison,ATL,DT,12,358,29.8,30.8,0,0,0,0,0,0,23,6.4
885,16308,Albert Wilson,MIA,WR,14,361,25.8,31.3,1.1,0.9,10.8,6.521739130434782,8.3,12.2,48,13.3
894,17950,Eli Apple,CIN,CB,16,979,61.2,89.7,0,0,0,0,0,0,61.5,6.3
894,13415,Patrick Peterson,MIN,CB,13,885,68.1,90.5,0,0,0,0,0,0,55.5,6.3
894,17141,Damiere Byrd,CHI,WR,17,620,36.5,55.3,0,0,6.1,7.251908396946565,4.2,6.1,64.9,10.5
894,18978,Montravius Adams,PIT,DT,10,286,28.6,29.6,0,0,0,0,0,0,18,6.3
898,18984,Cameron Sutton,PIT,CB,16,1089,68.1,93.4,0,0,0,0,0,0,67,6.2
898,22056,Jaylon Johnson,CHI,DB,15,933,62.2,88.2,0,0,0,0,0,0,57.5,6.2
898,18986,Shaquill Griffin,JAX,CB,14,874,62.4,78.9,0,0,0,0,0,0,54.5,6.2
898,11132,Jerry Hughes,BUF,DE,17,558,32.8,52.7,0,0,0,0,0,0,34.85,6.2
898,21933,Jaylinn Hawkins,ATL,S,14,462,33,39.7,0,0,0,0,0,0,28.5,6.2
898,16800,Eddie Goldman,CHI,NT,14,337,24.1,31.9,0,0,0,0,0,0,20.9,6.2
898,21049,Isaiah Buggs,PIT,DL,10,227,22.7,20.7,0,0,0,0,0,0,14,6.2
905,19080,Noah Brown,DAL,WR,13,302,23.2,30.2,0,0,8.3,3.930817610062893,5.3,8.3,34.4,11.4
905,19344,Greg Mabin,TEN,CB,5,171,34.2,24.3,0,0,0,0,0,0,10.5,6.1
907,21686,Jalen Reagor,PHI,WR,17,750,44.1,67,1.3,1.82,7.6,12.231759656652361,5.7,8.9,78.1,10.4
907,22657,John Bates,WAS,TE,17,519,30.5,46.1,0,0,4.8,4.681647940074907,3.9,4.8,50.9,9.8
907,15814,Benson Mayowa,SEA,DE,15,509,33.9,40.2,0,0,0,0,0,0,30.5,6
907,20901,Charles Omenihu,SF,DL,15,356,23.7,31.1,0,0,0,0,0,0,21.5,6
907,15359,Rashaan Melvin,CAR,CB,10,248,24.8,24.3,0,0,0,0,0,0,15,6
912,15203,Steven Means,ATL,OLB,14,692,49.4,72.4,0,0,0,0,0,0,40.5,5.9
912,21675,Tyler Johnson,TB,WR,17,612,36,51.7,0,0,9,7.670850767085077,5.9,9,72,11.8
912,18007,Daryl Worley,BAL,CB,4,102,25.5,25.8,0,0,0,0,0,0,6,5.9
915,22079,Kindle Vildor,CHI,DB,17,829,48.8,78.4,0,0,0,0,0,0,48.2,5.8
915,13018,Chris Harris Jr.,LAC,CB,14,749,53.5,64.9,0,0,0,0,0,0,43.5,5.8
915,17290,Adam Humphries,WAS,WR,17,658,38.7,58.4,0,0,9.4,11.610486891385769,6.2,9.4,79.3,12.1
915,18040,Juston Burris,CAR,S,10,424,42.4,62.1,0,0,0,0,0,0,24.5,5.8
915,22083,Leki Fotu,ARI,DT,17,372,21.9,34.3,0,0,0,0,0,0,21.5,5.8
915,8550,Jason McCourty,MIA,CB,7,312,44.6,63.3,0,0,0,0,0,0,18,5.8
915,16486,Mike Pennel Jr.,ATL,DL,10,250,25,28,0,0,0,0,0,0,14.5,5.8
915,19099,Vincent Taylor,HOU,DT,1,26,26,35.1,0,0,0,0,0,0,1.5,5.8
923,18149,Jalen Mills,NE,CB,16,913,57.1,85.8,0,0,0,0,0,0,52,5.7
923,21786,Adam Trautman,NO,TE,13,642,49.4,71.9,0,0,6.7,9.188034188034187,4.2,6.7,63.3,9.9
923,19950,Will Dissly,SEA,TE,15,512,34.1,51.7,0,0,5.1,5.485232067510548,4.1,5.1,50.1,9.8
923,17941,Robert Nkemdiche,SEA,NT,9,230,25.6,19.3,0,0,0,0,0,0,13,5.7
923,21008,L.J. Collier,SEA,DE,10,218,21.8,17.2,0,0,0,0,0,0,12.5,5.7
928,22694,Jaycee Horn,CAR,CB,3,142,47.3,86.6,0,0,0,0,0,0,8,5.6
928,15469,Nickell Robey-Coleman,DET,CB,1,62,62,44.3,0,0,0,0,0,0,3.5,5.6
930,20108,Bunmi Rotimi,WAS,DE,9,204,22.7,33.4,0,0,0,0,0,0,11.2,5.5
930,14583,Bruce Irvin,CHI,OLB,5,137,27.4,47.9,0,0,0,0,0,0,7.5,5.5
932,14285,Casey Hayward,LV,CB,17,1092,64.2,94.2,0,0,0,0,0,0,59.5,5.4
932,17005,Geoff Swaim,TEN,TE,16,719,44.9,60.7,0,0,5.6,7.677543186180422,4.3,5.6,70,9.7
932,22062,Raekwon Davis,MIA,DT,14,425,30.4,47.4,0,0,0,0,0,0,23.05,5.4
932,19903,Jordan Akins,HOU,TE,13,327,25.2,30.7,0.3,0.24,10.1,6.309751434034417,7.6,10.4,41.7,12.8
932,18268,Romeo Okwara,DET,DL,4,188,47,79.7,0,0,0,0,0,0,10.1,5.4
932,21930,Jalen Elliott,DET,S,8,175,21.9,22.8,0,0,0,0,0,0,9.5,5.4
938,18901,O.J. Howard,TB,TE,17,365,21.5,30.9,0,0,5.8,2.928870292887029,3.8,5.8,33.5,9.2
938,20815,Albert Huggins,NO,DT,9,219,24.3,29.7,0,0,0,0,0,0,11.5,5.3
938,14851,Damion Square,LV,DT,9,190,21.1,18.6,0,0,0,0,0,0,10.15,5.3
938,19252,Cameron Malveaux,PHI,DE,3,66,22,33.5,0,0,0,0,0,0,3.5,5.3
942,16859,Steven Nelson,PHI,DB,16,983,61.4,87.8,0,0,0,0,0,0,51.5,5.2
942,20178,Chandon Sullivan,GB,CB,17,826,48.6,76.7,0,0,0,0,0,0,43,5.2
942,15090,Johnathan Hankins,LV,DT,14,567,40.5,48.9,0,0,0,0,0,0,29.5,5.2
942,22059,Jordan Elliott,CLE,DT,16,464,29,41.5,0,0,0,0,0,0,24.2,5.2
946,19961,Ray-Ray McCloud III,PIT,WR,16,538,33.6,45.9,0.4,0.49,12.3,10.10719754977029,7.6,12.6,66.2,12.3
946,16772,Trae Waynes,CIN,CB,5,243,48.6,39.7,0,0,0,0,0,0,12.5,5.1
948,19943,Durham Smythe,MIA,TE,17,716,42.1,62,0.3,0.45,5.7,6.8561872909699,5,6,70,9.8
948,20792,N'Keal Harry,NE,WR,12,326,27.2,36.2,0,0,6.7,4.198473282442748,3.7,6.7,28.4,8.7
948,22822,Ta'Quon Graham,ATL,DL,13,310,23.8,26.7,0,0,0,0,0,0,15.5,5
951,19275,Adam Butler,MIA,DT,17,591,34.8,53.1,0,0,0,0,0,0,28.3,4.8
951,22422,Teair Tart,TEN,DT,11,344,31.3,31.4,0,0,0,0,0,0,16.5,4.8
951,22686,Dyami Brown,WAS,WR,15,335,22.3,29.7,0.3,0.21,7.5,4.681647940074907,3.9,7.8,28.1,8.4
951,21741,Denzel Mims,NYJ,WR,11,279,25.4,25.1,0,0,8.2,3.9723661485319517,2.9,8.2,21.3,7.6
955,22688,Tre'von Moehrig,LV,S,17,1153,67.8,99.5,0,0,0,0,0,0,54.5,4.7
955,14048,Malik Jackson,CLE,DT,16,647,40.4,57.9,0,0,0,0,0,0,30.4,4.7
955,15196,Kenny Stills,NO,WR,13,274,21.1,27.8,0.4,0.2,8.4,4.914529914529915,2.6,8.8,18.9,6.9
958,14974,Nick Williams,DET,DT,17,623,36.6,54.6,0,0,0,0,0,0,28.9,4.6
958,16855,Ty Montgomery,NO,WR,14,300,21.4,27.5,5,2.94,8.7,5.555555555555555,10.3,13.7,29.9,10
960,18058,Tajae Sharpe,ATL,WR,15,510,34,48.5,0,0,7.3,6.666666666666667,4.9,7.3,48,9.4
960,3061,Marcedes Lewis,GB,TE,17,478,28.1,42.8,0,0,5.9,4.92091388400703,4.8,5.9,44.4,9.3
960,21543,Anthony Pittman,DET,LB,17,348,20.5,30.5,0,0,0,0,0,0,15.5,4.5
960,21127,Xavier Crawford,CHI,DB,13,286,22,27,0,0,0,0,0,0,13,4.5
960,20988,Preston Williams,MIA,WR,8,175,21.9,15.2,0.6,0.23,9.1,2.6755852842809364,4,9.7,13.8,7.9
960,22792,JaCoby Stevens,PHI,LB,2,44,22,35.2,0,0,0,0,0,0,2,4.5
966,17327,Justin Hamilton,DEN,DT,9,249,27.7,33,0,0,0,0,0,0,11,4.4
966,17006,Darryl Roberts,WAS,CB,6,203,33.8,26.4,0,0,0,0,0,0,9,4.4
968,17512,Rakeem Nunez-Roches,TB,DL,16,415,25.9,36.8,0,0,0,0,0,0,18,4.3
968,22733,Nahshon Wright,DAL,CB,13,279,21.5,24.4,0,0,0,0,0,0,12,4.3
968,15302,Bradley McDougald,JAX,SS,3,93,31,47.7,0,0,0,0,0,0,4,4.3
971,18652,C.J. Ham,MIN,FB,17,376,22.1,33,1.9,1.56,4.8,3.119584055459272,6.4,6.6,32.9,8.8
971,21463,D'Angelo Ross,NE,DB,3,60,20,30.9,0,0,0,0,0,0,2.5,4.2
973,22726,Tre Brown,SEA,CB,5,255,51,66.8,0,0,0,0,0,0,10.5,4.1
973,23084,Shane Zylstra,DET,TE,4,82,20.5,31.2,0,0,8.5,1.2477718360071302,3.7,8.5,6.4,7.8
975,22072,Noah Igbinoghene,MIA,CB,7,151,21.6,13.6,0,0,0,0,0,0,6,4
975,22497,Ian Book,NO,QB,1,50,50,4.6,6,0.59,0,0,46,46,2,4
977,20957,Tommy Sweeney,BUF,TE,13,267,20.5,22.3,0,0,4.5,1.926163723916533,3.4,4.5,19.4,7.3
978,20398,Equanimeous St. Brown,GB,WR,13,292,22.5,29.3,1,0.67,5.8,2.9876977152899826,4.1,6.8,20.2,6.9
979,22685,Terrace Marshall Jr.,CAR,WR,13,422,32.5,39.2,0,0,7.1,5.217391304347826,4,7.1,32.8,7.8
979,21368,Trinity Benson,DET,WR,8,279,34.9,25.3,0,0,7.9,3.9215686274509802,3.6,7.9,20.3,7.3
979,21867,Javon Kinlaw,SF,DT,4,149,37.2,37.6,0,0,0,0,0,0,5.5,3.7
982,20772,Joe Giles-Harris,BUF,LB,2,42,21,31.3,0,0,0,0,0,0,1.5,3.6
982,17048,Tyrell Williams,DET,WR,1,39,39,26.2,0,0,7.7,0.5347593582887701,5.1,7.7,3.4,8.7
984,20770,Zach Gentry,PIT,TE,17,473,27.8,40.3,0,0,5.3,3.8284839203675345,4,5.3,35.7,7.5
984,16315,Justin Ellis,BAL,DL,17,382,22.5,35.1,0,0,0,0,0,0,13.5,3.5
984,20934,Khalen Saunders,KC,DT,7,144,20.6,20.5,0,0,0,0,0,0,5,3.5
984,21895,Raequan Williams,PHI,DT,1,43,43,69.4,0,0,0,0,0,0,1.5,3.5
988,17762,Chris Manhertz,JAX,TE,17,391,23,36,0,0,2.3,1.5437392795883362,1.5,2.3,19.1,4.9
988,22929,Tay Gowan,PHI,CB,2,44,22,4.4,0,0,0,0,0,0,1.5,3.4
990,17944,Vernon Butler,BUF,DT,10,285,28.5,26.9,0,0,0,0,0,0,9.5,3.3
991,19931,Joel Iyiegbuniwe,CHI,ILB,11,224,20.4,21.2,0,0,0,0,0,0,7,3.1
992,18931,Adam Shaheen,MIA,TE,12,372,31,32.2,0,0,4.3,2.6755852842809364,3.2,4.3,23,6.2
992,16878,Blake Bell,KC,TE,16,322,20.1,26.9,1.2,0.93,4,2.0440251572327046,4,5.3,18.7,5.8
994,19910,Ian Thomas,CAR,TE,17,703,41.4,61.2,0,0,4.3,5.217391304347826,2.6,4.3,36.8,5.2
994,21115,Juwann Winfree,GB,WR,7,143,20.4,31.4,0,0,9.1,2.2847100175746924,5.6,9.1,11.8,8.3
994,19934,Da'Shawn Hand,TEN,DE,4,94,23.5,33.2,0,0,0,0,0,0,2.5,2.7
997,19304,Pharaoh Brown,HOU,TE,15,605,40.3,56.8,0,0,5.6,6.500956022944551,3.8,5.6,38.1,6.3
998,19501,Justin Hardee,NYJ,CB,16,349,21.8,29.4,0,0,0,0,0,0,8.5,2.4
999,19209,Patrick Ricard,BAL,FB,13,555,42.7,47.4,0.4,0.39,2.3,2.195945945945946,1.8,2.7,20.7,3.7
999,20071,Keith Kirkwood,CAR,WR,3,74,24.7,35.2,0,0,9.5,1.2173913043478262,4.1,9.5,4.7,6.4
1001,19280,Cody Hollister,TEN,WR,3,147,49,68.7,0,0,4.8,1.3435700575815739,2.7,4.8,7.3,5
1001,22573,Dazz Newsome,CHI,WR,3,103,34.3,45,0,0,4.9,0.9541984732824428,1.9,4.9,4.3,4.2
1003,19228,Josh Tupou,CIN,DT,17,410,24.1,37.5,0,0,0,0,0,0,8.5,2.1
1004,22512,Tre' McKitty,LAC,TE,11,237,21.5,19.8,0,0,3.4,1.21580547112462,2.5,3.4,10.5,4.4
1004,16334,Jeremiah Attaochu,CHI,OLB,5,129,25.8,39.6,0,0,0,0,0,0,2.5,1.9
1004,17136,Xavier Williams,HOU,DT,1,27,27,43.5,0,0,0,0,0,0,0.5,1.9
1007,20931,Drew Sample,CIN,TE,17,459,27,41.7,0,0,3.3,2.7777777777777777,2.4,3.3,19.1,4.2
1007,13166,Ryan Kerrigan,PHI,DE,16,329,20.6,29.4,0,0,0,0,0,0,6,1.8
1009,20946,Kaden Smith,NYG,TE,9,192,21.3,27,0,0,1.6,0.5347593582887701,1.6,1.6,6.3,3.3
1009,20939,David Sills V,NYG,WR,4,98,24.5,37.1,0,0,6.1,1.0695187165775402,2,6.1,3.7,3.8
1011,16100,Brent Urban,DAL,DE,6,161,26.8,42.3,0,0,0,0,0,0,2.5,1.6
1011,16491,Richard Rodgers,PHI,TE,3,69,23,33.2,0,0,2.9,0.4291845493562232,2.9,2.9,3.1,4.5
1013,20998,Renell Wren,CIN,DT,1,41,41,62.1,0,0,0,0,0,0,0.5,1.2
1014,22661,Jack Stoll,PHI,TE,16,331,20.7,29.6,0,0,1.5,1.0729613733905579,1.2,1.5,6.2,1.9
1015,21796,Noah Togiai,PHI,TE,1,24,24,12.8,0,0,0,0,0,0,0,0
1015,21234,Kyron Brown,DAL,CB,1,23,23,11.4,0,0,0,0,0,0,0,0
1015,21676,Jared Pinkney,DET,TE,2,44,22,24.4,0,0,0,0,0,0,0,0
1015,22635,Jalen Camp,HOU,WR,3,65,21.7,33.9,0,0,0,0,0,0,0,0
